ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	score
ILMN_2756957	0.108635	0.0144	2.767808	-3.27456	0.08619232	Foxred1	FAD-dependent oxidoreductase domain containing 1	0.0830920021861812
ILMN_2832886	0.424649	0.13	1.604592	-5.24338	0.06412703	Foxred1	FAD-dependent oxidoreductase domain containing 1	0.0568201812283189
ILMN_2711754	0.806324	0.517	0.663498	-6.25283	0.02273295	Foxred1	FAD-dependent oxidoreductase domain containing 1	0.00651320515837256
ILMN_1237151	0.863969	0.626	-0.497745	-6.35084	-0.0203526	Foxred1	FAD-dependent oxidoreductase domain containing 1	-0.00414024122590141
ILMN_3009521	0.83931	0.577	-0.570201	-6.31129	-0.01767346	Foxred2	FAD-dependent oxidoreductase domain containing 2	-0.00422084971322471
ILMN_2935157	0.927936	0.782	-0.282002	-6.43755	-0.01042481	Foxs1	forkhead box S1	-0.00111329930863417
ILMN_2870443	0.82615	0.549	0.613348	-6.2853	0.06900794	Fpgs	folylpolyglutamyl synthetase	0.0179715760285287
ILMN_1233334	0.969737	0.905	-0.121773	-6.47116	-0.00387978	Fpgs	folylpolyglutamyl synthetase	-0.000168193975371236
ILMN_2747070	0.999337	0.998	0.002083	-6.47888	0.0000773	Fpgs	folylpolyglutamyl synthetase	6.72091584862133E-08
ILMN_2601080	0.935861	0.803	0.254187	-6.44528	0.00887338	Fpr-rs6	formyl peptide receptor, related sequence 6	0.000845495174835058
ILMN_2610944	0.571709	0.233	1.244052	-5.71231	0.03283056	Fpr1	formyl peptide receptor 1	0.0207700593934
ILMN_1242457	0.343888	0.0888	-1.82032	-4.92321	-0.16149427	Fpr2	formyl peptide receptor 2	-0.16982528043305
ILMN_1221662	0.807344	0.519	-0.661085	-6.25445	-0.0222986	Fpr3	formyl peptide receptor 3	-0.00635136915428038
ILMN_1227146	0.691023	0.355	-0.95493	-6.01789	-0.02071105	Fras1	Fraser extracellular matrix complex subunit 1	-0.00931524306845829
ILMN_2774370	0.725498	0.395	-0.876181	-6.08895	-0.029926	Fras1	Fraser extracellular matrix complex subunit 1	-0.0120722353162826
ILMN_1227593	0.2797	0.0627	-2.011441	-4.61878	-0.10678833	Frat1	frequently rearranged in advanced T cell lymphomas	-0.128437790751481
ILMN_1251022	0.986346	0.954	-0.05877	-6.47708	-0.00256189	Frat1	frequently rearranged in advanced T cell lymphomas	-5.23948143293258E-05
ILMN_2824002	0.052078	0.00489	-3.300155	-2.24986	-0.27847509	Frat2	frequently rearranged in advanced T cell lymphomas 2	-0.357379810070411
ILMN_1221613	0.998057	0.991	-0.011704	-6.47881	-0.00040846	Frem1	Fras1 related extracellular matrix protein 1	-1.60375508894444E-06
ILMN_1240867	0.888766	0.681	0.419944	-6.38752	0.01443448	Frg1	FSHD region gene 1	0.00240843467603714
ILMN_2896797	0.95445	0.858	-0.182016	-6.46164	-0.00352173	Frg1	FSHD region gene 1	-0.000234239813764579
ILMN_2615513	0.835637	0.569	-0.582828	-6.30387	-0.02256499	Frk	fyn-related kinase	-0.00552588925991788
ILMN_1226295	0.246788	0.0513	-2.118576	-4.44065	-0.11697087	Frmd3	FERM domain containing 3	-0.150878694000763
ILMN_2599341	0.934679	0.8	0.25812	-6.44424	0.00898257	Frmd4b	FERM domain containing 4B	0.000870500975545777
ILMN_2828916	0.035868	0.0028	-3.573638	-1.71321	-0.19215062	Frmd6	FERM domain containing 6	-0.277713915078711
ILMN_2678012	0.495205	0.175	1.425785	-5.48714	0.04475151	Frmd6	FERM domain containing 6	0.0338751903338348
ILMN_1213405	0.863079	0.623	-0.501504	-6.34891	-0.01546095	Frmd6	FERM domain containing 6	-0.00317741003500491
ILMN_2716876	0.848139	0.595	0.543645	-6.32638	0.0160612	Frmd8	FERM domain containing 8	0.00362152811004062
ILMN_2995023	0.154073	0.0243	2.50513	-3.76142	0.08707573	Frmpd1	FERM and PDZ domain containing 1	0.140574512233847
ILMN_2892280	0.989047	0.964	-0.046432	-6.47776	-0.00172621	Frmpd3	FERM and PDZ domain containing 3	-2.74863833065945E-05
ILMN_2928546	0.925028	0.774	-0.292265	-6.43449	-0.0573777	Frmpd4	FERM and PDZ domain containing 4	-0.00638378778022519
ILMN_3098120	0.974356	0.918	-0.105086	-6.47313	-0.00412633	Frrs1	ferric-chelate reductase 1	-0.000153323359278877
ILMN_2993711	0.05372	0.00511	3.279134	-2.29093	0.30685864	Frs2	fibroblast growth factor receptor substrate 2	0.389668738798545
ILMN_2638186	0.753387	0.431	-0.80863	-6.1455	-0.03575931	Frs3	fibroblast growth factor receptor substrate 3	-0.0130708406083686
ILMN_2623288	0.660037	0.319	-1.030759	-5.94439	-0.02804588	Fry	FRY microtubule binding protein	-0.0139166269578603
ILMN_2675908	0.834324	0.566	0.587543	-6.30106	0.02084011	Fryl	FRY like transcription coactivator	0.00515133276422899
ILMN_2635260	0.900009	0.709	-0.380667	-6.40373	-0.01027229	Fryl	FRY like transcription coactivator	-0.00153420518479134
ILMN_2601155	0.954383	0.858	-0.18228	-6.46159	-0.00695909	Frzb	frizzled-related protein	-0.000462867950004952
ILMN_2630605	0.587438	0.247	-1.203664	-5.75902	-0.17636784	Fscn1	fascin actin-bundling protein 1	-0.107108726579012
ILMN_2655965	0.905225	0.723	0.360547	-6.41143	0.01237155	Fscn2	fascin actin-bundling protein 2	0.00174267759810585
ILMN_2999177	0.858629	0.614	-0.514732	-6.34203	-0.01581989	Fscn3	fascin actin-bundling protein 3	-0.00335115306706755
ILMN_1254128	0.626557	0.285	-1.108599	-5.86393	-0.07966291	Fsd1	fibronectin type 3 and SPRY domain-containing protein	-0.0434286448531795
ILMN_1215238	0.049808	0.00457	3.333218	-2.18519	0.1411316	Fsd2	fibronectin type III and SPRY domain containing 2	0.183852261867281
ILMN_1242790	0.062576	0.00639	3.169446	-2.50467	0.13619445	Fsd2	fibronectin type III and SPRY domain containing 2	0.163922577892865
ILMN_2669120	0.649263	0.309	1.053986	-5.92091	0.03433715	Fsd2	fibronectin type III and SPRY domain containing 2	0.0175133721982175
ILMN_2598788	0.446786	0.144	1.543761	-5.32864	0.04177452	Fshb	follicle stimulating hormone beta	0.0351590029067172
ILMN_2932141	0.672788	0.332	1.002582	-5.97227	0.02607119	Fshr	follicle stimulating hormone receptor	0.0124845000035162
ILMN_1228881	0.971741	0.911	0.113533	-6.47217	0.00369579	Fshr	follicle stimulating hormone receptor	0.000149611577566963
ILMN_2736929	0.986304	0.953	-0.059743	-6.47702	-0.00215617	Fshr	follicle stimulating hormone receptor	-4.50792604306598E-05
ILMN_2885394	0.71045	0.377	-0.91133	-6.0579	-0.02520311	Fsip1	fibrous sheath-interacting protein 1	-0.0106775155532149
ILMN_1228958	0.274994	0.0611	2.025983	-4.5949	0.16187124	Fst	follistatin	0.196505014606937
ILMN_2734683	0.761817	0.446	0.783541	-6.16545	0.04665597	Fstl1	follistatin-like 1	0.0163606223119721
ILMN_2655058	0.508751	0.184	-1.393968	-5.52828	-0.12865538	Fstl4	follistatin-like 4	-0.0945851423499354
ILMN_2690540	0.403527	0.118	-1.659274	-5.16478	-0.04920611	Fstl5	follistatin-like 5	-0.045669076041474
ILMN_1216722	0.120888	0.0168	-2.690901	-3.41878	-0.08276422	Ftcd	formiminotransferase cyclodeaminase	-0.0759458393258907
ILMN_1226455	0.811667	0.526	-0.649836	-6.26191	-0.02296719	Ftcd	formiminotransferase cyclodeaminase	-0.00640817342672968
ILMN_2876071	0.826865	0.55	-0.611458	-6.28647	-0.03263687	Fth1	ferritin heavy polypeptide 1	-0.008473749150126
ILMN_2876066	0.845866	0.59	0.549954	-6.32286	0.01475347	Fth1	ferritin heavy polypeptide 1	0.00338072797179798
ILMN_2780736	0.782797	0.476	0.730637	-6.20562	0.02233491	Fthl17f	ferritin, heavy polypeptide-like 17, member F	0.00720061969561353
ILMN_2816707	0.392721	0.112	1.686959	-5.12431	0.06630611	Ftl1	ferritin light polypeptide 1	0.0630426543748485
ILMN_2705758	0.773839	0.464	-0.752087	-6.18965	-0.02233988	Ftmt	ferritin mitochondrial	-0.00744994829656163
ILMN_2763674	0.006105	0.000171	-4.969549	0.99341	-0.37588893	Fto	fat mass and obesity associated	-0.832336244833557
ILMN_2738554	0.428501	0.132	1.592879	-5.25998	0.05465711	Ftsj1	FtsJ RNA methyltransferase homolog 1 (E. coli)	0.0480668873789494
ILMN_3135668	0.740929	0.416	0.836005	-6.12308	0.03107133	Ftsj1	FtsJ RNA methyltransferase homolog 1 (E. coli)	0.0118352768232974
ILMN_1249624	0.746067	0.423	0.824373	-6.13269	0.03261805	Ftsj1	FtsJ RNA methyltransferase homolog 1 (E. coli)	0.0121880485799425
ILMN_2675853	0.870405	0.639	0.478462	-6.36049	0.01582892	Ftsj1	FtsJ RNA methyltransferase homolog 1 (E. coli)	0.00307871135627934
ILMN_1247468	0.948371	0.841	0.204565	-6.4571	0.00665775	Ftsj3	FtsJ RNA methyltransferase homolog 3 (E. coli)	0.00050068945897645
ILMN_2683593	0.139014	0.0208	-2.584833	-3.61549	-0.09374056	Fubp1	far upstream element (FUSE) binding protein 1	-0.157665684865123
ILMN_2438771	0.084241	0.00987	2.955763	-2.91729	0.12256104	Fubp3	far upstream element (FUSE) binding protein 3	0.131688955630029
ILMN_2696806	0.791232	0.489	0.709664	-6.22083	0.02442764	Fuca1	fucosidase, alpha-L- 1, tissue	0.00758945134051749
ILMN_2621780	0.732786	0.404	0.85923	-6.10352	0.02373004	Fuca2	fucosidase, alpha-L- 2, plasma	0.00934058595067074
ILMN_2641632	0.535696	0.204	-1.32737	-5.61206	-0.05591107	Fuk	fucokinase	-0.0385993160349389
ILMN_3120565	0.551861	0.216	-1.291826	-5.65546	-0.04062098	Fuk	fucokinase	-0.0270351408635731
ILMN_1229913	0.018439	0.00101	4.074996	-0.72747	0.24771703	Fundc1	FUN14 domain containing 1	0.429606389351243
ILMN_2958016	0.036371	0.00286	3.561737	-1.73662	0.30621063	Fundc1	FUN14 domain containing 1	0.440712044102265
ILMN_2762755	0.826264	0.549	0.613081	-6.28546	0.02201153	Fundc1	FUN14 domain containing 1	0.00573241115296647
ILMN_2715629	0.261272	0.0561	2.07123	-4.51999	0.06611472	Fundc2	FUN14 domain containing 2	0.08271197013765
ILMN_2603439	0.685123	0.347	0.971913	-6.00185	0.0352581	Fundc2	FUN14 domain containing 2	0.0162071093448759
ILMN_1251065	0.062892	0.00645	3.164932	-2.51344	0.27233017	Fuom	fucose mutarotase	0.327178717390824
ILMN_1251930	0.727178	0.397	-0.872068	-6.09251	-0.03193331	Fuom	fucose mutarotase	-0.0128119471224763
ILMN_3069914	0.607752	0.267	1.153512	-5.81526	0.0364755	Furin	furin (paired basic amino acid cleaving enzyme)	0.0209182884860964
ILMN_3148489	0.730375	0.401	-0.863902	-6.09953	-0.07715764	Furin	furin (paired basic amino acid cleaving enzyme)	-0.0306204436293461
ILMN_1252364	0.960854	0.877	0.157136	-6.46603	0.00533203	Furin	furin (paired basic amino acid cleaving enzyme)	0.000303927878184471
ILMN_2674979	0.028998	0.00202	-3.733553	-1.39844	-0.32327186	Fus	fused in sarcoma	-0.497073141919369
ILMN_2777013	0.451822	0.147	-1.529584	-5.34817	-0.0583489	Fut1	fucosyltransferase 1	-0.0485861175665122
ILMN_3011294	0.477629	0.162	1.472071	-5.42606	0.06117476	Fut10	fucosyltransferase 10	0.048357729268958
ILMN_3081776	0.50831	0.183	1.395493	-5.52632	0.03680345	Fut10	fucosyltransferase 10	0.0271443444416606
ILMN_2665035	0.930604	0.791	-0.269989	-6.44099	-0.0109497	Fut10	fucosyltransferase 10	-0.00111493695864549
ILMN_1219538	0.964832	0.888	0.143504	-6.46816	0.00425285	Fut11	fucosyltransferase 11	0.000219391918488477
ILMN_1227075	0.487967	0.169	-1.444863	-5.46215	-0.04184945	Fut2	fucosyltransferase 2	-0.0323125167496053
ILMN_2892507	0.733597	0.406	0.855956	-6.10631	0.03827346	Fut4	fucosyltransferase 4	0.0149830631949246
ILMN_1244868	0.889477	0.683	-0.416708	-6.38891	-0.0127394	Fut7	fucosyltransferase 7	-0.00210938088751948
ILMN_1234126	0.724689	0.393	0.879144	-6.08637	0.02953017	Fut8	fucosyltransferase 8	0.0119776569406801
ILMN_2749471	0.942004	0.822	0.228349	-6.45175	0.0170743	Fut8	fucosyltransferase 8	0.00145350412577592
ILMN_2815024	0.996484	0.984	0.020373	-6.47867	0.00122273	Fut8	fucosyltransferase 8	8.56510329504579E-06
ILMN_2685821	0.854702	0.606	-0.527412	-6.33527	-0.01201696	Fut9	fucosyltransferase 9	-0.00261401777429871
ILMN_2736941	0.661692	0.32	-1.027753	-5.9474	-0.03498177	Fv1	Friend virus susceptibility 1	-0.0173107296429081
ILMN_1220594	0.843655	0.587	-0.554685	-6.32019	-0.01959308	Fv1	Friend virus susceptibility 1	-0.00453309219120739
ILMN_1237595	0.863321	0.624	0.50034	-6.34951	0.01725057	Fv1	Friend virus susceptibility 1	0.00353318257276207
ILMN_3125363	0.035407	0.00274	3.584324	-1.69219	0.36494164	Fxn	frataxin	0.529497792035399
ILMN_3049455	0.309939	0.0749	1.914659	-4.77519	0.05085912	Fxn	frataxin	0.0572428642958047
ILMN_2670247	0.874499	0.65	0.463787	-6.36759	0.01270517	Fxn	frataxin	0.00237696760858189
ILMN_1237409	0.756179	0.437	0.799309	-6.15298	0.02621761	Fxr1	fragile X mental retardation gene 1, autosomal homolog	0.0094257174732699
ILMN_2729342	0.290979	0.067	1.97543	-4.6775	0.08728043	Fxyd1	FXYD domain-containing ion transport regulator 1	0.102460696008107
ILMN_3108783	0.378939	0.105	1.723482	-5.07023	0.11548269	Fxyd1	FXYD domain-containing ion transport regulator 1	0.113035692744189
ILMN_1251018	0.43145	0.134	1.584604	-5.27165	0.05752223	Fxyd2	FXYD domain-containing ion transport regulator 2	0.0502108785543559
ILMN_1242135	0.830217	0.556	0.60251	-6.29199	0.02700004	Fxyd2	FXYD domain-containing ion transport regulator 2	0.00688299082429278
ILMN_2616328	0.841437	0.583	0.560904	-6.31665	0.01678898	Fxyd2	FXYD domain-containing ion transport regulator 2	0.00393418594752201
ILMN_2595593	0.150178	0.0234	2.524141	-3.72677	0.10867877	Fxyd3	FXYD domain-containing ion transport regulator 3	0.17723161475217
ILMN_1215552	0.434338	0.136	1.577876	-5.28111	0.06451847	Fxyd4	FXYD domain-containing ion transport regulator 4	0.0559027439464834
ILMN_2670751	0.942004	0.823	-0.227861	-6.45187	-0.00547346	Fxyd4	FXYD domain-containing ion transport regulator 4	-0.00046305561795905
ILMN_1235493	0.612694	0.271	1.142569	-5.82727	0.12262713	Fxyd5	FXYD domain-containing ion transport regulator 5	0.0695333484819364
ILMN_2742928	0.91867	0.755	0.317522	-6.42652	0.0301334	Fxyd5	FXYD domain-containing ion transport regulator 5	0.00367787332777702
ILMN_2967266	0.9855	0.951	-0.062407	-6.47685	-0.00914826	Fxyd5	FXYD domain-containing ion transport regulator 5	-0.000199610304122134
ILMN_2609998	0.940742	0.817	-0.235268	-6.45009	-0.02371389	Fxyd6	FXYD domain-containing ion transport regulator 6	-0.00208155649581652
ILMN_2723066	0.605325	0.264	-1.159753	-5.80837	-0.07676258	Fxyd7	FXYD domain-containing ion transport regulator 7	-0.0443991748353404
ILMN_3006219	0.834284	0.565	0.587831	-6.30088	0.02278722	Fyb	FYN binding protein	0.00565012656887994
ILMN_2750912	0.36004	0.096	1.776582	-4.99025	0.04877554	Fyco1	FYVE and coiled-coil domain containing 1	0.0496402701820292
ILMN_2663821	0.550397	0.215	-1.294801	-5.65186	-0.05073687	Fyn	Fyn proto-oncogene	-0.0338699830762617
ILMN_2751207	0.569042	0.23	1.251255	-5.70385	0.04072913	Fyn	Fyn proto-oncogene	0.0259962699422208
ILMN_2912082	0.87009	0.639	-0.479185	-6.36014	-0.01947876	Fyn	Fyn proto-oncogene	-0.00378860210413848
ILMN_2619079	0.998057	0.991	-0.011378	-6.47882	-0.00033523	Fyttd1	forty-two-three domain containing 1	-1.31622880690115E-06
ILMN_2683698	0.858629	0.614	0.514759	-6.34202	0.01524197	Fzd1	frizzled class receptor 1	0.00322873133211746
ILMN_2976821	0.005078	0.00012	-5.152653	1.33519	-0.37626382	Fzd10	frizzled class receptor 10	-0.863264830254623
ILMN_2640796	0.568333	0.229	-1.253025	-5.70176	-0.03591755	Fzd10	frizzled class receptor 10	-0.022993141071283
ILMN_2670576	0.703037	0.369	-0.926619	-6.04406	-0.02851708	Fzd10	frizzled class receptor 10	-0.0123471437541328
ILMN_2939666	0.132896	0.0194	-2.620826	-3.54905	-0.13661078	Fzd2	frizzled class receptor 2	-0.233904741188882
ILMN_2801520	0.41035	0.122	1.641652	-5.19031	0.06815973	Fzd3	frizzled class receptor 3	0.0622734672583635
ILMN_2865248	0.769327	0.457	-0.763259	-6.18116	-0.02295032	Fzd4	frizzled class receptor 4	-0.00780503203521291
ILMN_1212935	0.817522	0.535	-0.635164	-6.27147	-0.01803408	Fzd4	frizzled class receptor 4	-0.00489888962672661
ILMN_3004386	0.434338	0.136	1.577561	-5.28155	0.08213084	Fzd6	frizzled class receptor 6	0.071163177282871
ILMN_2907560	0.993423	0.975	-0.031767	-6.47836	-0.00260907	Fzd7	frizzled class receptor 7	-2.86877273194186E-05
ILMN_2597578	0.763778	0.449	-0.778152	-6.16966	-0.023818	Fzd8	frizzled class receptor 8	-0.00828279664998285
ILMN_2629971	0.001957	0.0000178	-6.190632	3.18517	-0.2818946	Fzr1	fizzy/cell division cycle 20 related 1 (Drosophila)	-0.763485920837468
ILMN_1254374	0.003752	0.0000697	-5.440884	1.86432	-0.34764732	Fzr1	fizzy/cell division cycle 20 related 1 (Drosophila)	-0.843301026276736
ILMN_2962747	0.004721	0.000107	-5.214623	1.44989	-0.38566401	Fzr1	fizzy/cell division cycle 20 related 1 (Drosophila)	-0.897041374517341
ILMN_1257299	0.208667	0.0389	2.263984	-4.19133	0.19955221	G0s2	G0/G1 switch gene 2	0.281378673266836
ILMN_2774825	0.103859	0.0135	-2.802652	-3.20881	-0.22305432	G3bp1	GTPase activating protein (SH3 domain) binding protein 1	-0.219386384270075
ILMN_2719888	0.110016	0.0148	-2.756392	-3.29604	-0.09326816	G3bp1	GTPase activating protein (SH3 domain) binding protein 1	-0.0894016490866867
ILMN_2666747	0.000599	0.000000575	-8.294897	6.43887	-0.36830462	G3bp2	GTPase activating protein (SH3 domain) binding protein 2	-1.1868885896021
ILMN_3114413	0.000983	0.00000344	-7.152618	4.75528	-0.31941865	G3bp2	GTPase activating protein (SH3 domain) binding protein 2	-0.960634495281309
ILMN_2691815	0.001938	0.0000168	-6.222162	3.23887	-0.43461039	G3bp2	GTPase activating protein (SH3 domain) binding protein 2	-1.17894423477247
ILMN_1251970	0.878115	0.658	0.45156	-6.37334	0.01774612	G3bp2	GTPase activating protein (SH3 domain) binding protein 2	0.00322578510481951
ILMN_3161372	0.304657	0.0729	-1.929964	-4.75076	-0.07001755	G6b	immunoreceptor tyrosine-based inhibitory motif (ITIM) containing platelet receptor	-0.0796290321496198
ILMN_1245103	0.672788	0.332	-1.002639	-5.97222	-0.03249041	G6pc	glucose-6-phosphatase, catalytic	-0.0155584199938415
ILMN_2629682	0.845116	0.59	-0.551229	-6.32214	-0.01640069	G6pc2	glucose-6-phosphatase, catalytic, 2	-0.0037581851211808
ILMN_1234617	0.953028	0.854	0.187387	-6.4606	0.00671721	G6pc2	glucose-6-phosphatase, catalytic, 2	0.000460411876429108
ILMN_1218602	0.256082	0.0542	-2.089932	-4.48876	-0.10817153	G6pc3	glucose 6 phosphatase, catalytic, 3	-0.136945234156234
ILMN_2766114	0.932101	0.794	0.266023	-6.44209	0.00963729	G6pc3	glucose 6 phosphatase, catalytic, 3	0.000965458870164369
ILMN_2617607	0.954103	0.856	-0.184279	-6.46121	-0.00566273	G6pd2	glucose-6-phosphate dehydrogenase 2	-0.000382382838549744
ILMN_2943790	0.960116	0.875	0.160564	-6.46546	0.0050969	G6pd2	glucose-6-phosphate dehydrogenase 2	0.000295579154550572
ILMN_2721337	0.753876	0.434	0.804921	-6.14849	0.05684916	G6pdx	glucose-6-phosphate dehydrogenase X-linked	0.0206084043685866
ILMN_1254199	0.00299	0.0000426	-5.706025	2.34086	-0.47534588	Gaa	glucosidase, alpha, acid	-1.19992930039528
ILMN_1222009	0.248352	0.0519	-2.113019	-4.45001	-0.18280358	Gab1	growth factor receptor bound protein 2-associated protein 1	-0.234872006686161
ILMN_2758440	0.097701	0.0123	2.848257	-3.12241	0.09008377	Gab2	growth factor receptor bound protein 2-associated protein 2	0.0909937053608192
ILMN_2714539	0.460985	0.152	-1.508382	-5.37714	-0.04954895	Gab2	growth factor receptor bound protein 2-associated protein 2	-0.0405387911531039
ILMN_2833573	0.838453	0.574	-0.574498	-6.30878	-0.01597863	Gab2	growth factor receptor bound protein 2-associated protein 2	-0.00385225766877297
ILMN_2650119	0.999337	0.999	0.001865	-6.47888	0.00005203	Gab2	growth factor receptor bound protein 2-associated protein 2	2.26076476021405E-08
ILMN_3133748	0.079778	0.00909	-2.996357	-2.83936	-0.10171347	Gab3	growth factor receptor bound protein 2-associated protein 3	-0.111693275834811
ILMN_1226514	0.430487	0.134	-1.586384	-5.26914	-0.04388263	Gab3	growth factor receptor bound protein 2-associated protein 3	-0.0383049371621325
ILMN_2723939	0.991729	0.971	-0.03652	-6.47819	-0.00094773	Gab3	growth factor receptor bound protein 2-associated protein 3	-1.21127192392866E-05
ILMN_1251333	0.113176	0.0154	2.734823	-3.33657	0.14789059	Gabarap	gamma-aminobutyric acid receptor associated protein	0.139940828865214
ILMN_1236958	0.718475	0.385	-0.894276	-6.0731	-0.03857641	Gabarapl1	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1	-0.015991436859581
ILMN_2642197	0.343458	0.0887	1.821271	-4.92174	0.06980389	Gabarapl2	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2	0.0734390239128644
ILMN_1219431	0.97576	0.921	0.101414	-6.47353	0.00426827	Gabarapl2	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2	0.000152549548219696
ILMN_2680745	0.114864	0.0157	-2.725411	-3.35422	-0.13881539	Gabbr1	gamma-aminobutyric acid (GABA) B receptor, 1	-0.130460933453949
ILMN_1220286	0.822303	0.543	-0.622239	-6.27972	-0.02276113	Gabbr1	gamma-aminobutyric acid (GABA) B receptor, 1	-0.00603625555475041
ILMN_2758120	0.542225	0.209	-1.312275	-5.6306	-0.0449626	Gabpa	GA repeat binding protein, alpha	-0.0305679905961031
ILMN_1221800	0.789957	0.487	0.71274	-6.21862	0.02324685	Gabpa	GA repeat binding protein, alpha	0.00726396736798758
ILMN_1252392	0.836096	0.569	-0.581972	-6.30438	-0.01667595	Gabpa	GA repeat binding protein, alpha	-0.00408373560120911
ILMN_2646380	0.669481	0.329	1.009536	-5.96546	0.03258084	Gabpb1	GA repeat binding protein, beta 1	0.0157301632002356
ILMN_2646381	0.976689	0.924	0.096722	-6.47401	0.00239365	Gabpb1	GA repeat binding protein, beta 1	8.21692860889916E-05
ILMN_2710380	0.874274	0.649	0.464909	-6.36706	0.01277265	Gabpb2	GA repeat binding protein, beta 2	0.00239813277341276
ILMN_2715180	0.880472	0.663	0.444831	-6.37644	0.01517054	Gabpb2	GA repeat binding protein, beta 2	0.00270773615679425
ILMN_2653747	0.636537	0.296	1.083819	-5.89009	0.04324237	Gabra1	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1	0.0228625994524563
ILMN_2594355	0.774354	0.464	0.750809	-6.19061	0.024578	Gabra2	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2	0.00819632107392214
ILMN_2595601	0.737871	0.412	-0.84388	-6.1165	-0.03930747	Gabra3	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3	-0.015137416127694
ILMN_1237870	0.944662	0.832	0.216208	-6.45456	0.00765642	Gabra4	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4	0.000611569362121176
ILMN_2619378	0.972502	0.913	-0.110667	-6.4725	-0.00390793	Gabra5	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5	-0.000154477434350387
ILMN_2732698	0.54276	0.21	-1.311104	-5.63203	-0.04560252	Gabra6	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6	-0.0309085081675106
ILMN_2826167	0.078184	0.00882	-3.011189	-2.81083	-0.29290057	Gabrb1	gamma-aminobutyric acid (GABA) A receptor, subunit beta 1	-0.324206402183046
ILMN_1247588	0.230962	0.0461	-2.175829	-4.34347	-0.06508629	Gabrb2	gamma-aminobutyric acid (GABA) A receptor, subunit beta 2	-0.086974749096821
ILMN_2696413	0.508486	0.183	-1.395078	-5.52685	-0.0604851	Gabrb2	gamma-aminobutyric acid (GABA) A receptor, subunit beta 2	-0.044610719592546
ILMN_3120335	0.001674	0.0000124	-6.393463	3.52801	-0.34180634	Gabrb3	gamma-aminobutyric acid (GABA) A receptor, subunit beta 3	-0.948937987330379
ILMN_1255861	0.250916	0.0526	-2.105605	-4.46248	-0.09427698	Gabrb3	gamma-aminobutyric acid (GABA) A receptor, subunit beta 3	-0.120581601418133
ILMN_3044905	0.544784	0.211	1.30693	-5.63713	0.0343926	Gabrb3	gamma-aminobutyric acid (GABA) A receptor, subunit beta 3	0.0232396832279286
ILMN_2698299	0.218941	0.0423	-2.220772	-4.26628	-0.17961522	Gabrd	gamma-aminobutyric acid (GABA) A receptor, subunit delta	-0.246730177119051
ILMN_2865082	0.319274	0.0785	-1.88888	-4.81609	-0.15032002	Gabrd	gamma-aminobutyric acid (GABA) A receptor, subunit delta	-0.166123215300661
ILMN_1214000	0.979045	0.93	-0.089377	-6.47472	-0.00236573	Gabre	gamma-aminobutyric acid (GABA) A receptor, subunit epsilon	-7.4560834117499E-05
ILMN_2627367	0.485522	0.168	1.450678	-5.45448	0.05963305	Gabrg1	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1	0.0461971703373775
ILMN_3051129	0.011979	0.000518	4.405701	-0.08302	0.25095529	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	0.482230524390043
ILMN_3127420	0.205335	0.0379	2.277627	-4.16753	0.1543521	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	0.219390022799087
ILMN_1252147	0.212046	0.0401	2.248833	-4.21769	0.17436528	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	0.243563122587658
ILMN_2755026	0.525709	0.196	1.352701	-5.58056	0.11818142	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	0.0836421824834703
ILMN_2599735	0.891826	0.689	0.408249	-6.39251	0.01189026	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	0.00192361551452063
ILMN_1221640	0.455565	0.149	-1.522437	-5.35797	-0.04756372	Gabrp	gamma-aminobutyric acid (GABA) A receptor, pi	-0.0393263368213938
ILMN_1251237	0.735346	0.408	-0.850753	-6.11072	-0.02970882	Gabrp	gamma-aminobutyric acid (GABA) A receptor, pi	-0.0115668271335921
ILMN_2745173	0.391921	0.112	-1.689069	-5.12121	-0.0590891	Gabrq	gamma-aminobutyric acid (GABA) A receptor, subunit theta	-0.0561808513366394
ILMN_2854708	0.469855	0.157	1.489426	-5.40279	0.04069238	Gabrr1	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	0.0327207569022955
ILMN_1217502	0.954757	0.859	0.180928	-6.46184	0.00680541	Gabrr1	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	0.000449203582931225
ILMN_2771013	0.951426	0.85	-0.193053	-6.45948	-0.00738251	Gabrr2	gamma-aminobutyric acid (GABA) C receptor, subunit rho 2	-0.000521065486724977
